router_id,hour,avg_speed_mbps,latency_ms,packet_loss_pct,disconnects,connected_devices,signal_dbm
R-1017,2026-08-06T13:00,32.3,36,0.4,0,17,-60
R-1017,2026-08-06T14:00,25.9,14,0.0,0,3,-61
R-1017,2026-08-06T15:00,77.2,35,0.5,1,15,-40
R-1017,2026-08-06T16:00,47.1,44,0.5,0,10,-60
R-1017,2026-08-06T17:00,42.0,42,0.9,0,12,-50
R-1017,2026-08-06T18:00,57.3,14,0.3,1,9,-61
R-1017,2026-08-06T19:00,38.4,37,0.1,0,11,-41
R-1017,2026-08-06T20:00,65.8,21,0.1,0,2,-57
R-1017,2026-08-06T21:00,52.3,32,0.5,1,7,-51
R-1017,2026-08-06T22:00,32.0,27,0.7,0,2,-52
R-1017,2026-08-06T23:00,69.4,27,0.5,1,4,-47
R-1018,2026-08-06T00:00,13.5,106,1.2,2,16,-76
R-1018,2026-08-06T01:00,11.1,73,3.7,1,12,-67
R-1018,2026-08-06T02:00,14.1,65,3.6,1,12,-78
R-1018,2026-08-06T03:00,13.7,109,3.8,2,6,-70
R-1018,2026-08-06T04:00,17.6,113,1.7,2,18,-67
R-1018,2026-08-06T05:00,11.8,69,2.7,1,6,-76
R-1018,2026-08-06T06:00,10.7,126,3.9,4,7,-71
R-1018,2026-08-06T07:00,18.4,99,2.0,4,5,-73
R-1018,2026-08-06T08:00,10.4,132,3.4,2,19,-73
R-1018,2026-08-06T09:00,15.1,123,4.0,2,12,-76
R-1018,2026-08-06T10:00,8.1,112,1.1,3,5,-73
R-1018,2026-08-06T11:00,8.0,108,3.5,3,8,-75
R-1018,2026-08-06T12:00,14.4,90,2.3,1,9,-67
R-1018,2026-08-06T13:00,11.4,65,3.8,4,16,-71
R-1018,2026-08-06T14:00,19.7,70,2.7,2,17,-77
R-1018,2026-08-06T15:00,15.1,67,2.3,2,12,-74
R-1018,2026-08-06T16:00,11.1,100,3.8,4,15,-73
R-1018,2026-08-06T17:00,13.4,89,1.2,2,9,-66
R-1018,2026-08-06T18:00,5.1,163,4.8,7,44,-78
R-1018,2026-08-06T19:00,3.3,165,6.7,8,44,-81
R-1018,2026-08-06T20:00,3.9,259,4.6,7,39,-72
R-1018,2026-08-06T21:00,4.8,227,4.2,10,34,-84
R-1018,2026-08-06T22:00,4.8,195,6.0,5,39,-81
R-1018,2026-08-06T23:00,5.3,172,4.2,11,44,-77
R-1019,2026-08-06T00:00,66.1,25,0.1,0,6,-59
R-1019,2026-08-06T01:00,25.7,24,0.1,1,13,-41
R-1019,2026-08-06T02:00,59.7,15,0.6,1,4,-62
R-1019,2026-08-06T03:00,79.8,22,0.9,1,6,-60
R-1019,2026-08-06T04:00,74.8,31,0.1,1,3,-57
R-1019,2026-08-06T05:00,75.8,37,0.8,1,17,-62
R-1019,2026-08-06T06:00,46.1,37,0.2,0,7,-54
R-1019,2026-08-06T07:00,40.4,19,0.0,0,11,-47
R-1019,2026-08-06T08:00,47.7,45,0.5,0,10,-50
R-1019,2026-08-06T09:00,32.5,22,0.6,0,2,-50
R-1019,2026-08-06T10:00,68.0,32,0.5,1,13,-44
R-1019,2026-08-06T11:00,52.6,34,0.3,0,12,-43
R-1019,2026-08-06T12:00,37.0,27,0.1,1,18,-51
R-1019,2026-08-06T13:00,67.2,24,1.0,0,9,-41
R-1019,2026-08-06T14:00,38.3,44,0.8,0,9,-44
R-1019,2026-08-06T15:00,71.6,34,0.4,0,7,-55
R-1019,2026-08-06T16:00,57.6,32,0.9,0,13,-44
R-1019,2026-08-06T17:00,56.0,22,0.8,1,11,-57
R-1019,2026-08-06T18:00,52.0,15,0.1,0,2,-46
R-1019,2026-08-06T19:00,51.3,31,0.9,0,6,-52
R-1019,2026-08-06T20:00,64.4,30,0.1,0,6,-59
R-1019,2026-08-06T21:00,71.6,33,1.0,1,14,-44
R-1019,2026-08-06T22:00,30.6,29,0.3,0,15,-42
R-1019,2026-08-06T23:00,77.8,30,0.2,1,9,-41
R-1020,2026-08-06T00:00,57.4,21,0.4,1,6,-57
R-1020,2026-08-06T01:00,65.1,35,0.9,0,7,-43
R-1020,2026-08-06T02:00,42.5,24,0.6,0,17,-58
R-1020,2026-08-06T03:00,43.2,14,0.2,1,7,-42
R-1020,2026-08-06T04:00,73.7,15,0.8,1,16,-62
R-1020,2026-08-06T05:00,39.6,25,0.7,1,10,-59
R-1020,2026-08-06T06:00,64.6,13,0.4,1,7,-49
R-1020,2026-08-06T07:00,52.1,34,0.4,1,5,-47
R-1020,2026-08-06T08:00,68.4,24,0.2,0,3,-53
R-1020,2026-08-06T09:00,26.1,26,1.0,0,12,-57
R-1020,2026-08-06T10:00,73.8,20,0.7,0,12,-43
R-1020,2026-08-06T11:00,79.2,40,0.7,1,7,-43
R-1020,2026-08-06T12:00,73.9,20,0.1,1,8,-56
R-1020,2026-08-06T13:00,47.5,45,0.7,1,11,-53
R-1020,2026-08-06T14:00,38.1,13,0.4,1,6,-61
R-1020,2026-08-06T15:00,44.8,37,0.1,1,8,-59
R-1020,2026-08-06T16:00,26.4,20,0.6,0,17,-59
R-1020,2026-08-06T17:00,42.0,35,0.5,1,4,-42
R-1020,2026-08-06T18:00,54.9,21,0.4,1,13,-57
R-1020,2026-08-06T19:00,49.5,26,0.4,1,9,-54
R-1020,2026-08-06T20:00,56.0,19,0.8,0,4,-41
R-1020,2026-08-06T21:00,43.9,44,0.4,0,3,-50
R-1020,2026-08-06T22:00,70.0,36,1.0,1,9,-47
R-1020,2026-08-06T23:00,41.4,35,0.9,0,18,-44
R-1021,2026-08-06T00:00,74.5,19,0.1,1,7,-57
R-1021,2026-08-06T01:00,78.5,22,0.1,1,4,-41
R-1021,2026-08-06T02:00,48.9,19,0.8,1,12,-60
R-1021,2026-08-06T03:00,29.8,45,0.4,1,10,-46
R-1021,2026-08-06T04:00,50.2,10,0.8,1,5,-49
R-1021,2026-08-06T05:00,33.2,16,0.9,0,11,-45
R-1021,2026-08-06T06:00,73.4,36,0.3,1,17,-61
R-1021,2026-08-06T07:00,34.5,35,0.1,1,3,-50
R-1021,2026-08-06T08:00,73.9,31,0.7,0,17,-54
R-1021,2026-08-06T09:00,74.3,11,0.3,1,11,-54
R-1021,2026-08-06T10:00,71.4,16,1.0,0,6,-53
R-1021,2026-08-06T11:00,78.6,38,0.8,1,10,-49
R-1021,2026-08-06T12:00,58.3,15,0.2,0,15,-47
R-1021,2026-08-06T13:00,66.8,33,0.8,0,4,-53
R-1021,2026-08-06T14:00,64.0,35,0.1,0,7,-56
R-1021,2026-08-06T15:00,73.1,22,0.8,0,3,-48
R-1021,2026-08-06T16:00,27.8,33,0.7,1,13,-48
R-1021,2026-08-06T17:00,52.8,17,0.7,0,13,-47
R-1021,2026-08-06T18:00,57.7,21,1.0,1,13,-51
R-1021,2026-08-06T19:00,34.0,26,0.7,0,11,-62
R-1021,2026-08-06T20:00,46.3,20,0.9,0,9,-42
R-1021,2026-08-06T21:00,37.4,23,0.3,1,18,-62
R-1021,2026-08-06T22:00,72.6,10,0.5,0,7,-43
R-1021,2026-08-06T23:00,69.0,24,0.3,1,10,-49
R-1022,2026-08-06T00:00,74.3,32,0.5,0,16,-53
R-1022,2026-08-06T01:00,62.2,35,0.6,0,18,-41
R-1022,2026-08-06T02:00,78.2,33,0.6,1,11,-41
R-1022,2026-08-06T03:00,30.9,14,0.3,1,12,-54
R-1022,2026-08-06T04:00,39.4,29,0.2,0,3,-43
R-1022,2026-08-06T05:00,47.2,30,0.7,0,17,-53
R-1022,2026-08-06T06:00,39.3,36,0.4,0,8,-52
R-1022,2026-08-06T07:00,65.0,24,0.7,1,13,-46
R-1022,2026-08-06T08:00,41.5,20,0.8,0,11,-59
R-1022,2026-08-06T09:00,50.9,26,0.7,0,12,-42
R-1022,2026-08-06T10:00,29.9,32,0.2,1,15,-52
R-1022,2026-08-06T11:00,45.4,28,0.5,0,17,-61
R-1022,2026-08-06T12:00,72.7,14,0.5,0,18,-59
R-1022,2026-08-06T13:00,72.7,34,0.5,1,3,-58
R-1022,2026-08-06T14:00,32.6,22,0.3,1,6,-52
R-1022,2026-08-06T15:00,72.4,21,0.8,1,12,-42
R-1022,2026-08-06T16:00,79.3,30,0.6,0,16,-54
R-1022,2026-08-06T17:00,36.5,20,0.6,0,17,-60
R-1022,2026-08-06T18:00,32.1,37,0.6,1,15,-47
R-1022,2026-08-06T19:00,46.1,12,0.5,1,2,-52
R-1022,2026-08-06T20:00,66.6,43,0.2,0,9,-55
R-1022,2026-08-06T21:00,63.1,32,0.3,0,14,-46
R-1022,2026-08-06T22:00,57.4,20,0.1,0,11,-53
R-1022,2026-08-06T23:00,50.1,43,0.6,1,15,-41
R-1023,2026-08-06T00:00,79.8,31,1.0,1,13,-56
R-1023,2026-08-06T01:00,34.1,35,0.0,0,6,-56
R-1023,2026-08-06T02:00,65.4,42,0.2,1,3,-50
R-1023,2026-08-06T03:00,73.2,26,0.8,0,3,-41
R-1023,2026-08-06T04:00,30.9,11,0.0,0,15,-48
R-1023,2026-08-06T05:00,45.9,45,0.3,0,8,-40
R-1023,2026-08-06T06:00,62.7,10,0.3,0,18,-54
R-1023,2026-08-06T07:00,59.3,18,0.4,0,18,-43
R-1023,2026-08-06T08:00,31.5,17,0.8,1,8,-43
R-1023,2026-08-06T09:00,36.0,26,0.8,0,13,-40
R-1023,2026-08-06T10:00,47.5,20,0.0,1,8,-40
R-1023,2026-08-06T11:00,76.3,31,0.2,0,4,-59
R-1023,2026-08-06T12:00,70.9,41,0.1,0,18,-60
R-1023,2026-08-06T13:00,64.8,16,0.9,0,16,-53
R-1023,2026-08-06T14:00,39.5,13,0.1,0,3,-53
R-1023,2026-08-06T15:00,44.8,30,0.4,0,5,-61
R-1023,2026-08-06T16:00,25.5,18,0.7,0,12,-51
R-1023,2026-08-06T17:00,74.2,27,0.9,0,13,-52
R-1023,2026-08-06T18:00,35.1,35,0.4,1,10,-50
R-1023,2026-08-06T19:00,62.9,40,0.8,0,5,-58
R-1023,2026-08-06T20:00,63.3,13,1.0,0,5,-49
R-1023,2026-08-06T21:00,75.1,40,0.8,1,7,-43
R-1023,2026-08-06T22:00,45.9,32,0.6,0,17,-47
R-1023,2026-08-06T23:00,31.2,36,0.4,0,10,-42
R-1024,2026-08-06T00:00,42.3,43,0.8,0,12,-46
R-1024,2026-08-06T01:00,53.8,16,0.4,0,17,-51
R-1024,2026-08-06T02:00,61.5,34,0.1,0,2,-42
R-1024,2026-08-06T03:00,76.4,42,0.8,1,7,-60
R-1024,2026-08-06T04:00,66.3,30,0.2,1,3,-46
R-1024,2026-08-06T05:00,37.2,34,0.4,0,4,-48
R-1024,2026-08-06T06:00,49.4,38,0.1,1,16,-52
R-1024,2026-08-06T07:00,31.5,41,0.7,0,5,-50
R-1024,2026-08-06T08:00,47.7,45,0.5,0,11,-46
R-1024,2026-08-06T09:00,55.9,39,1.0,1,3,-55
R-1024,2026-08-06T10:00,71.4,31,0.6,1,13,-40
R-1024,2026-08-06T11:00,49.9,16,0.8,0,2,-52
R-1024,2026-08-06T12:00,44.5,28,0.5,1,5,-61
R-1024,2026-08-06T13:00,74.3,41,0.1,1,5,-54
R-1024,2026-08-06T14:00,58.6,22,0.1,1,8,-48
R-1024,2026-08-06T15:00,70.4,22,0.7,0,15,-61
R-1024,2026-08-06T16:00,76.0,17,0.8,1,16,-41
R-1024,2026-08-06T17:00,57.4,42,0.1,1,2,-46
R-1024,2026-08-06T18:00,65.5,45,0.9,1,18,-57
R-1024,2026-08-06T19:00,63.0,21,0.7,0,5,-50
R-1024,2026-08-06T20:00,61.2,30,0.5,1,15,-43
R-1024,2026-08-06T21:00,75.4,25,0.3,1,11,-48
R-1024,2026-08-06T22:00,69.3,18,0.4,1,12,-40
R-1024,2026-08-06T23:00,65.5,45,0.6,0,8,-43
R-1025,2026-08-06T00:00,64.3,32,0.9,0,7,-46
R-1025,2026-08-06T01:00,54.8,30,0.7,1,17,-44
R-1025,2026-08-06T02:00,56.4,36,0.7,1,15,-62
R-1025,2026-08-06T03:00,53.8,11,0.4,0,3,-56
R-1025,2026-08-06T04:00,39.7,20,1.0,1,6,-61
R-1025,2026-08-06T05:00,63.0,28,0.2,0,13,-48
R-1025,2026-08-06T06:00,30.6,45,0.9,1,9,-46
R-1025,2026-08-06T07:00,68.1,28,0.7,0,14,-50
R-1025,2026-08-06T08:00,47.9,30,1.0,0,2,-54
R-1025,2026-08-06T09:00,36.2,38,0.8,1,8,-56
R-1025,2026-08-06T10:00,41.2,21,1.0,0,7,-57
R-1025,2026-08-06T11:00,65.4,17,0.4,1,10,-45
R-1025,2026-08-06T12:00,39.5,20,0.6,1,2,-52
R-1025,2026-08-06T13:00,50.6,19,0.0,1,3,-42
R-1025,2026-08-06T14:00,58.9,29,0.5,1,4,-40
R-1025,2026-08-06T15:00,42.5,24,1.0,0,18,-57
R-1025,2026-08-06T16:00,47.9,44,0.4,1,9,-56
R-1025,2026-08-06T17:00,61.5,31,0.4,0,18,-47
R-1025,2026-08-06T18:00,79.8,10,0.1,1,16,-55
R-1025,2026-08-06T19:00,74.7,25,1.0,1,14,-59
R-1025,2026-08-06T20:00,46.2,44,0.7,0,18,-51
R-1025,2026-08-06T21:00,53.3,42,0.4,0,11,-42
R-1025,2026-08-06T22:00,35.6,42,0.1,0,7,-45
R-1025,2026-08-06T23:00,54.3,14,0.2,0,15,-59
R-1026,2026-08-06T00:00,10.5,115,2.9,1,9,-78
R-1026,2026-08-06T01:00,13.5,102,1.1,1,6,-76
R-1026,2026-08-06T02:00,17.5,131,1.2,2,13,-72
R-1026,2026-08-06T03:00,12.7,140,2.2,3,5,-72
R-1026,2026-08-06T04:00,16.1,128,1.0,1,6,-67
R-1026,2026-08-06T05:00,18.2,105,3.8,1,14,-66
R-1026,2026-08-06T06:00,16.2,137,1.3,4,17,-72
R-1026,2026-08-06T07:00,17.9,63,2.4,2,9,-67
R-1026,2026-08-06T08:00,12.7,129,1.9,2,14,-68
R-1026,2026-08-06T09:00,18.6,107,3.9,1,9,-77
R-1026,2026-08-06T10:00,8.5,133,2.8,1,14,-75
R-1026,2026-08-06T11:00,17.0,104,1.6,2,10,-76
R-1026,2026-08-06T12:00,10.6,92,1.6,2,6,-65
R-1026,2026-08-06T13:00,17.0,130,2.4,1,14,-68
R-1026,2026-08-06T14:00,8.8,72,1.6,4,15,-73
R-1026,2026-08-06T15:00,9.5,90,1.3,1,11,-73
R-1026,2026-08-06T16:00,13.8,102,2.8,3,9,-69
R-1026,2026-08-06T17:00,14.8,100,3.9,2,5,-73
R-1026,2026-08-06T18:00,3.0,178,7.6,11,38,-72
R-1026,2026-08-06T19:00,3.4,236,7.7,12,44,-78
R-1026,2026-08-06T20:00,3.4,189,6.4,6,35,-75
R-1026,2026-08-06T21:00,4.4,257,5.4,7,47,-82
R-1026,2026-08-06T22:00,3.1,230,4.4,6,30,-72
R-1026,2026-08-06T23:00,4.0,153,8.1,11,48,-82
R-1027,2026-08-06T00:00,74.8,45,0.3,1,6,-51
R-1027,2026-08-06T01:00,46.6,28,0.1,0,14,-51
R-1027,2026-08-06T02:00,52.6,25,0.8,0,18,-58
R-1027,2026-08-06T03:00,49.5,21,0.6,0,17,-51
R-1027,2026-08-06T04:00,27.2,41,0.2,1,13,-55
R-1027,2026-08-06T05:00,27.4,23,0.5,1,14,-47
R-1027,2026-08-06T06:00,75.5,12,0.0,1,5,-40
R-1027,2026-08-06T07:00,78.3,27,0.8,1,7,-50
R-1027,2026-08-06T08:00,61.0,33,0.6,0,18,-54
R-1027,2026-08-06T09:00,45.7,24,0.5,1,13,-47
R-1027,2026-08-06T10:00,68.6,10,0.5,0,16,-57
R-1027,2026-08-06T11:00,37.6,42,0.6,0,6,-57
R-1027,2026-08-06T12:00,33.7,17,0.7,1,12,-59
R-1027,2026-08-06T13:00,51.5,40,0.5,0,15,-62
R-1027,2026-08-06T14:00,38.4,18,0.6,0,6,-42
R-1027,2026-08-06T15:00,53.2,19,0.1,1,7,-46
R-1027,2026-08-06T16:00,77.7,11,0.9,1,4,-56
R-1027,2026-08-06T17:00,49.7,40,0.9,0,9,-49
R-1027,2026-08-06T18:00,58.0,21,0.6,1,7,-41
R-1027,2026-08-06T19:00,43.8,39,0.6,0,9,-50
R-1027,2026-08-06T20:00,46.2,16,0.0,1,6,-43
R-1027,2026-08-06T21:00,30.3,40,0.9,0,18,-59
R-1027,2026-08-06T22:00,30.1,18,0.9,0,15,-46
R-1027,2026-08-06T23:00,48.1,12,0.7,1,9,-47
R-1028,2026-08-06T00:00,68.4,34,0.4,0,15,-58
R-1028,2026-08-06T01:00,39.0,24,0.9,0,11,-43
R-1028,2026-08-06T02:00,73.2,36,0.3,0,2,-44
R-1028,2026-08-06T03:00,53.7,43,0.0,0,12,-49
R-1028,2026-08-06T04:00,44.9,19,0.4,1,10,-45
R-1028,2026-08-06T05:00,48.3,33,0.6,1,8,-49
R-1028,2026-08-06T06:00,55.4,45,0.5,1,17,-54
R-1028,2026-08-06T07:00,79.4,32,0.8,1,6,-41
R-1028,2026-08-06T08:00,31.5,24,0.4,0,5,-56
R-1028,2026-08-06T09:00,53.0,31,0.8,0,7,-50
R-1028,2026-08-06T10:00,78.1,10,0.8,0,17,-43
R-1028,2026-08-06T11:00,48.9,14,0.3,1,4,-43
R-1028,2026-08-06T12:00,27.1,34,0.9,1,18,-53
R-1028,2026-08-06T13:00,64.1,13,0.9,0,17,-48
R-1028,2026-08-06T14:00,25.6,43,0.3,0,18,-46
R-1028,2026-08-06T15:00,63.4,20,0.7,1,9,-42
R-1028,2026-08-06T16:00,25.0,20,0.1,1,14,-51
R-1028,2026-08-06T17:00,61.8,35,0.6,0,4,-60
R-1028,2026-08-06T18:00,55.2,45,0.9,1,13,-54
R-1028,2026-08-06T19:00,37.4,22,0.5,1,2,-54
R-1028,2026-08-06T20:00,34.6,42,0.1,0,18,-53
R-1028,2026-08-06T21:00,43.7,17,0.8,1,10,-40
R-1028,2026-08-06T22:00,49.4,34,0.6,0,12,-48
R-1028,2026-08-06T23:00,62.5,11,0.5,1,4,-50
R-1029,2026-08-06T00:00,59.9,24,0.7,0,12,-49
R-1029,2026-08-06T01:00,77.5,43,0.5,1,9,-53
R-1029,2026-08-06T02:00,30.1,31,0.1,0,17,-52
R-1029,2026-08-06T03:00,44.4,27,0.2,0,17,-56
R-1029,2026-08-06T04:00,37.9,25,0.9,0,9,-56
R-1029,2026-08-06T05:00,70.9,32,0.2,0,5,-60
R-1029,2026-08-06T06:00,62.2,41,0.6,0,17,-51
R-1029,2026-08-06T07:00,59.1,41,0.9,1,17,-57
R-1029,2026-08-06T08:00,79.1,42,0.3,0,6,-61
R-1029,2026-08-06T09:00,53.9,37,0.5,0,18,-51
R-1029,2026-08-06T10:00,46.7,21,0.5,0,18,-48
R-1029,2026-08-06T11:00,42.4,10,0.0,0,14,-44
R-1029,2026-08-06T12:00,30.5,33,0.6,1,7,-45
R-1029,2026-08-06T13:00,39.5,27,0.5,1,13,-57
R-1029,2026-08-06T14:00,52.4,23,0.4,1,13,-50
R-1029,2026-08-06T15:00,40.4,21,0.6,0,5,-54
R-1029,2026-08-06T16:00,69.2,45,0.4,1,8,-58
R-1029,2026-08-06T17:00,69.0,19,0.5,0,7,-49
R-1029,2026-08-06T18:00,52.5,43,0.5,1,17,-53
R-1029,2026-08-06T19:00,38.8,13,0.4,0,3,-56
R-1029,2026-08-06T20:00,69.8,40,0.8,0,16,-52
R-1029,2026-08-06T21:00,39.3,33,0.6,1,13,-62
R-1029,2026-08-06T22:00,47.6,32,0.9,0,7,-53
R-1029,2026-08-06T23:00,44.5,42,0.5,1,4,-50
R-1030,2026-08-06T00:00,58.8,39,0.6,0,7,-42
R-1030,2026-08-06T01:00,69.4,31,0.4,1,4,-60
R-1030,2026-08-06T02:00,33.9,24,0.3,1,10,-43
R-1030,2026-08-06T03:00,60.5,27,0.9,1,18,-48
R-1030,2026-08-06T04:00,47.8,21,0.9,0,9,-41
R-1030,2026-08-06T05:00,38.8,15,0.2,1,5,-59
R-1030,2026-08-06T06:00,28.5,40,0.5,0,14,-46
R-1030,2026-08-06T07:00,67.1,15,0.1,0,4,-42
R-1030,2026-08-06T08:00,76.2,34,0.3,0,11,-48
R-1030,2026-08-06T09:00,59.5,18,0.5,0,2,-61
R-1030,2026-08-06T10:00,61.5,30,0.9,1,10,-45
R-1030,2026-08-06T11:00,49.5,44,0.2,1,15,-46
R-1030,2026-08-06T12:00,60.2,44,0.3,1,17,-45
R-1030,2026-08-06T13:00,37.5,15,0.4,1,15,-54
R-1030,2026-08-06T14:00,33.6,10,0.0,0,13,-53
R-1030,2026-08-06T15:00,50.8,10,0.7,1,17,-53
R-1030,2026-08-06T16:00,25.5,37,0.8,0,2,-45
R-1030,2026-08-06T17:00,45.6,36,0.9,1,14,-55
R-1030,2026-08-06T18:00,34.0,34,0.8,0,10,-60
R-1030,2026-08-06T19:00,48.2,25,0.5,1,11,-42
R-1030,2026-08-06T20:00,65.9,27,0.4,0,7,-58
R-1030,2026-08-06T21:00,40.9,39,0.6,1,17,-56
R-1030,2026-08-06T22:00,42.6,19,0.0,0,7,-59
R-1030,2026-08-06T23:00,40.5,18,0.7,0,9,-60
R-1031,2026-08-06T00:00,33.3,41,0.2,1,11,-47
R-1031,2026-08-06T01:00,79.9,39,0.7,0,12,-60
R-1031,2026-08-06T02:00,71.4,19,0.1,1,4,-45
R-1031,2026-08-06T03:00,50.9,22,0.9,1,14,-62
R-1031,2026-08-06T04:00,31.7,25,0.4,1,9,-61
R-1031,2026-08-06T05:00,36.0,16,0.5,0,17,-50
R-1031,2026-08-06T06:00,62.5,29,0.9,0,3,-45
R-1031,2026-08-06T07:00,53.7,26,0.5,1,8,-51
R-1031,2026-08-06T08:00,73.8,23,1.0,0,15,-52
R-1031,2026-08-06T09:00,25.8,27,0.6,1,9,-62
R-1031,2026-08-06T10:00,78.3,40,0.7,0,13,-60
R-1031,2026-08-06T11:00,38.7,41,0.1,1,3,-61
R-1031,2026-08-06T12:00,44.6,19,0.7,0,6,-47
R-1031,2026-08-06T13:00,37.8,45,0.8,1,16,-56
R-1031,2026-08-06T14:00,26.2,34,0.4,0,10,-61
R-1031,2026-08-06T15:00,51.7,38,0.6,1,8,-44
R-1031,2026-08-06T16:00,35.3,32,0.3,1,10,-43
R-1031,2026-08-06T17:00,75.3,45,0.2,0,16,-53
R-1031,2026-08-06T18:00,70.1,44,0.4,0,18,-50
R-1031,2026-08-06T19:00,65.4,11,0.6,1,9,-52
R-1031,2026-08-06T20:00,64.7,44,0.8,0,18,-41
R-1031,2026-08-06T21:00,52.4,45,0.2,1,12,-49
R-1031,2026-08-06T22:00,60.2,17,0.1,0,3,-58
R-1031,2026-08-06T23:00,34.8,12,0.2,1,8,-59
R-1032,2026-08-06T00:00,26.7,34,0.7,1,3,-51
R-1032,2026-08-06T01:00,37.1,14,0.0,0,17,-60
R-1032,2026-08-06T02:00,50.7,13,0.4,1,13,-40
R-1032,2026-08-06T03:00,28.2,27,0.5,0,11,-60
R-1032,2026-08-06T04:00,77.0,43,0.1,0,14,-56
R-1032,2026-08-06T05:00,35.6,25,0.6,0,15,-59
R-1032,2026-08-06T06:00,67.1,32,0.7,1,5,-57
R-1032,2026-08-06T07:00,68.6,45,0.4,1,7,-45
R-1032,2026-08-06T08:00,79.9,38,0.9,1,12,-51
R-1032,2026-08-06T09:00,47.7,37,0.8,1,9,-44
R-1032,2026-08-06T10:00,55.0,34,0.8,1,13,-48
R-1032,2026-08-06T11:00,49.6,35,0.0,0,11,-43
R-1032,2026-08-06T12:00,25.9,18,1.0,1,2,-53
R-1032,2026-08-06T13:00,79.1,23,0.9,0,10,-45
R-1032,2026-08-06T14:00,53.1,19,0.1,1,13,-58
R-1032,2026-08-06T15:00,32.6,33,0.9,0,9,-54
R-1032,2026-08-06T16:00,69.6,15,0.6,0,4,-52
R-1032,2026-08-06T17:00,68.6,21,0.5,0,11,-61
R-1032,2026-08-06T18:00,65.2,34,0.1,0,12,-51
R-1032,2026-08-06T19:00,73.4,37,0.4,0,9,-42
R-1032,2026-08-06T20:00,71.7,10,0.6,1,3,-53
R-1032,2026-08-06T21:00,53.8,30,0.5,0,12,-46
R-1032,2026-08-06T22:00,63.4,19,0.1,1,16,-43
R-1032,2026-08-06T23:00,56.6,15,0.2,1,14,-58
R-1033,2026-08-06T00:00,32.3,15,0.5,0,14,-54
R-1033,2026-08-06T01:00,29.7,42,0.4,0,6,-47
R-1033,2026-08-06T02:00,55.8,41,0.4,0,18,-55
R-1033,2026-08-06T03:00,38.3,27,0.8,1,4,-59
R-1033,2026-08-06T04:00,61.9,37,0.4,0,12,-51
R-1033,2026-08-06T05:00,57.7,11,0.8,0,13,-43
R-1033,2026-08-06T06:00,70.2,38,0.6,1,3,-55
R-1033,2026-08-06T07:00,36.0,33,0.2,0,5,-61
R-1033,2026-08-06T08:00,38.4,19,0.9,1,2,-52
R-1033,2026-08-06T09:00,63.2,17,0.3,1,2,-52
R-1033,2026-08-06T10:00,36.5,44,0.2,1,17,-43
R-1033,2026-08-06T11:00,65.1,19,0.7,0,14,-44
R-1033,2026-08-06T12:00,74.8,43,0.0,0,3,-53
R-1033,2026-08-06T13:00,36.0,27,0.1,0,4,-50
R-1033,2026-08-06T14:00,61.3,33,0.9,0,11,-42
R-1033,2026-08-06T15:00,46.3,34,0.5,0,12,-47
R-1033,2026-08-06T16:00,72.7,44,0.1,0,18,-48
R-1033,2026-08-06T17:00,55.8,11,0.0,1,12,-47
R-1033,2026-08-06T18:00,46.6,20,0.0,1,13,-42
R-1033,2026-08-06T19:00,41.6,42,0.3,0,10,-50
R-1033,2026-08-06T20:00,74.0,11,0.9,1,9,-58
R-1033,2026-08-06T21:00,43.8,35,0.7,0,14,-46
R-1033,2026-08-06T22:00,77.8,24,0.4,0,15,-53
R-1033,2026-08-06T23:00,75.0,31,0.4,0,8,-42
R-1034,2026-08-06T00:00,9.7,129,3.1,2,9,-74
R-1034,2026-08-06T01:00,16.3,127,3.7,4,9,-68
R-1034,2026-08-06T02:00,19.2,80,2.0,1,10,-73
R-1034,2026-08-06T03:00,18.1,78,3.2,3,18,-72
R-1034,2026-08-06T04:00,11.6,95,1.5,2,8,-76
R-1034,2026-08-06T05:00,10.2,138,2.9,2,12,-75
R-1034,2026-08-06T06:00,16.2,105,1.2,4,9,-70
R-1034,2026-08-06T07:00,18.2,120,3.1,3,10,-65
R-1034,2026-08-06T08:00,12.6,120,1.4,2,12,-78
R-1034,2026-08-06T09:00,12.9,61,3.8,4,12,-67
R-1034,2026-08-06T10:00,16.1,85,3.3,1,10,-71
R-1034,2026-08-06T11:00,18.4,122,3.1,4,12,-72
R-1034,2026-08-06T12:00,12.9,65,2.8,4,15,-72
R-1034,2026-08-06T13:00,15.3,133,2.8,1,8,-71
R-1034,2026-08-06T14:00,13.5,65,3.6,2,17,-67
R-1034,2026-08-06T15:00,8.5,109,2.5,1,11,-74
R-1034,2026-08-06T16:00,13.3,98,3.3,3,19,-76
R-1034,2026-08-06T17:00,13.1,138,3.8,2,19,-65
R-1034,2026-08-06T18:00,4.6,161,7.6,6,35,-73
R-1034,2026-08-06T19:00,4.3,239,6.7,11,43,-80
R-1034,2026-08-06T20:00,3.8,172,6.3,8,44,-84
R-1034,2026-08-06T21:00,3.0,238,7.2,7,33,-84
R-1034,2026-08-06T22:00,2.5,207,7.2,6,46,-74
R-1034,2026-08-06T23:00,3.5,251,8.9,7,42,-77
R-1035,2026-08-06T00:00,45.9,20,0.9,0,7,-58
R-1035,2026-08-06T01:00,34.8,13,0.4,1,16,-53
R-1035,2026-08-06T02:00,59.5,17,0.9,0,2,-43
